TIME,RPM,TPS,Ponto_de_ignição,MAP,Posição_do_acelerador,Sonda_Geral,Alvo_do_malha_fechada,Sonda_Malha_Fechada,Correção_do_malha_fechada,2-step,Largada_validada,Marcha,Vazão_da_bancada_A,Fluxo_total_de_combustível,Ângulo_da_Fase_de_Injeção,Pressão_diferencial_de_combustível,Abertura_bicos_A,Tempo_de_Injeção_Banco_A,Temp._do_motor,Temp._do_Ar,Tensão_da_Bateria,Dwell_de_ignição,Eletroventilador_1_-_Enriquecimento,Pressão_de_Óleo,Pressão_de_Combustível,Nível_de_combustível,Partida_do_motor,Lenta,Primeiro_pulso_de_partida,Corte_-_Modo_de_Segurança,Sinal_de_sincronia_do_motor,Corte_na_desaceleração_(cutoff),Injeção_rápida_e_de_decaimento,Consumo_total,Consumo_medio,Consumo_instantâneo,Potência_estimada,Torque_estimado,Distância_total,Autonomia,Ajuste_ativo,Eletroventilador_1,Bomba_Combustível,Velocidade_de_tração,Velocidade_de_referência,Controle_de_tração_-_Slip,Controle_de_tração_-_Slip_rate,Delta_TPS,2-step_-_Botão,Injeção_rápida,Injeção_de_decaimento,Cutoff_de_injeção,Blip/Punta_taco,Controle_de_lenta,Injeção_pós_partida
2.450,1469,0.0,14.00,-0.14,0.0,1.118,0.000,1.120,0.00,OFF,OFF,0,4.4,4.4,382.85,3.13,4.48,3.689,70.5,28.9,13.01,2.80,0.0,1.05,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
2.490,1414,0.0,14.00,-0.14,0.0,1.131,0.000,1.125,0.00,OFF,OFF,0,4.3,4.3,386.38,3.13,4.36,3.680,70.5,28.9,13.08,2.80,0.0,1.15,2.99,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,8,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
2.530,1573,0.0,14.00,-0.16,0.0,1.143,0.000,1.133,0.00,OFF,OFF,0,4.7,4.7,376.28,3.14,4.82,3.680,70.5,28.9,13.08,2.80,0.0,1.29,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
2.570,1627,0.0,14.00,-0.16,0.0,1.143,0.000,1.147,0.00,OFF,OFF,0,5.0,5.0,371.68,3.13,5.00,3.680,70.5,28.9,13.05,2.80,0.0,1.19,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
2.610,1498,0.0,14.00,-0.16,0.0,1.139,0.000,1.138,0.00,OFF,OFF,0,4.5,4.5,381.27,3.14,4.61,3.680,70.5,28.9,13.06,2.80,0.0,1.17,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
2.650,1579,0.0,14.00,-0.17,0.0,1.153,0.000,1.148,0.00,OFF,OFF,0,4.7,4.7,376.56,3.14,4.80,3.680,70.5,28.9,13.10,2.80,0.0,1.28,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
2.690,1659,0.0,14.00,-0.17,0.0,1.153,0.000,1.152,0.00,OFF,OFF,0,5.0,5.0,370.30,3.14,5.09,3.680,70.5,28.9,13.09,2.80,0.0,1.29,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
2.730,1581,0.0,14.00,-0.16,0.0,1.146,0.000,1.149,0.00,OFF,OFF,0,4.8,4.8,375.30,3.13,4.90,3.680,70.6,28.9,13.07,2.80,0.0,1.19,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
2.770,1520,0.0,14.00,-0.16,0.0,1.142,0.000,1.142,0.00,OFF,OFF,0,4.6,4.6,379.57,3.14,4.70,3.680,70.6,28.8,13.10,2.80,0.0,1.22,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
2.810,1568,0.0,14.00,-0.15,0.0,1.144,0.000,1.143,0.00,OFF,OFF,0,4.7,4.7,376.33,3.12,4.80,3.679,70.6,28.8,13.07,2.80,0.0,1.18,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
2.850,1477,0.0,14.00,-0.15,0.0,1.143,0.000,1.142,0.00,OFF,OFF,0,4.4,4.4,381.66,3.14,4.54,3.650,70.6,28.8,13.06,2.80,0.0,1.12,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
2.890,1489,0.0,14.00,-0.15,0.0,1.145,0.000,1.143,0.00,OFF,OFF,0,4.4,4.4,381.86,3.13,4.50,3.640,70.6,28.8,13.10,2.80,0.0,1.19,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
2.930,1590,0.0,14.00,-0.15,0.0,1.139,0.000,1.141,0.00,OFF,OFF,0,4.7,4.7,375.92,3.13,4.76,3.640,70.6,28.8,13.11,2.80,0.0,1.25,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
2.970,1539,0.0,14.00,-0.15,0.0,1.139,0.000,1.139,0.00,OFF,OFF,0,4.6,4.6,378.10,3.12,4.71,3.640,70.6,28.8,13.06,2.80,0.0,1.15,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
3.010,1481,0.0,14.00,-0.15,0.0,1.135,0.000,1.133,0.00,OFF,OFF,0,4.4,4.4,381.76,3.13,4.53,3.641,70.6,28.8,13.10,2.80,0.0,1.16,2.99,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
3.050,1655,0.0,14.00,-0.16,0.0,1.139,0.000,1.139,0.00,OFF,OFF,0,4.9,4.9,371.04,3.13,4.99,3.640,70.6,28.8,13.11,2.80,0.0,1.33,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
3.090,1649,0.0,14.00,-0.17,0.0,1.137,0.000,1.134,0.00,OFF,OFF,0,4.9,4.9,371.43,3.15,5.00,3.640,70.6,28.8,13.11,2.80,0.0,1.30,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
3.130,1549,0.0,14.00,-0.17,0.0,1.134,0.000,1.135,0.00,OFF,OFF,0,4.6,4.6,377.80,3.13,4.71,3.640,70.6,28.8,13.09,2.80,0.0,1.25,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
3.170,1639,0.0,14.00,-0.17,0.0,1.135,0.000,1.135,0.00,OFF,OFF,0,4.9,4.9,372.55,3.15,4.96,3.640,70.6,28.7,13.12,2.80,0.0,1.30,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
3.210,1582,0.0,14.00,-0.17,0.0,1.137,0.000,1.136,0.00,OFF,OFF,0,4.7,4.7,375.32,3.14,4.82,3.649,70.6,28.7,13.10,2.80,0.0,1.26,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
3.250,1559,0.0,14.00,-0.16,0.0,1.145,0.000,1.139,0.00,OFF,OFF,0,4.6,4.6,377.02,3.14,4.71,3.640,70.6,28.7,13.14,2.80,0.0,1.25,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
3.290,1626,0.0,14.00,-0.16,0.0,1.140,0.000,1.145,0.00,OFF,OFF,0,4.8,4.8,373.27,3.13,4.87,3.640,70.6,28.7,13.12,2.80,0.0,1.29,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
3.330,1562,0.0,14.00,-0.16,0.0,1.141,0.000,1.140,0.00,OFF,OFF,0,4.7,4.7,376.97,3.13,4.71,3.650,70.6,28.7,13.07,2.80,0.0,1.19,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
3.370,1554,0.0,14.00,-0.15,0.0,1.143,0.000,1.143,0.00,OFF,OFF,0,4.7,4.7,377.15,3.13,4.70,3.649,70.6,28.7,13.10,2.80,0.0,1.22,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
3.410,1639,0.0,14.00,-0.16,0.0,1.151,0.000,1.150,0.00,OFF,OFF,0,4.6,4.6,376.81,3.14,4.74,3.640,70.6,28.7,13.11,2.80,0.0,1.30,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
3.450,1609,0.0,14.00,-0.17,0.0,1.153,0.000,1.151,0.00,OFF,OFF,0,4.9,4.9,372.08,3.14,4.99,3.640,70.6,28.7,13.10,2.80,0.0,1.28,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
3.490,1571,0.0,14.00,-0.17,0.0,1.150,0.000,1.151,0.00,OFF,OFF,0,4.8,4.8,374.29,3.14,4.89,3.640,70.6,28.7,13.10,2.80,0.0,1.22,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
3.530,1646,0.0,14.00,-0.16,0.0,1.142,0.000,1.149,0.00,OFF,OFF,0,4.9,4.9,372.02,3.14,4.98,3.640,70.6,28.7,13.12,2.80,0.0,1.32,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
3.570,1554,0.0,14.00,-0.16,0.0,1.150,0.000,1.148,0.00,OFF,OFF,0,4.6,4.6,376.85,3.13,4.74,3.649,70.6,28.7,13.08,2.80,0.0,1.21,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
3.610,1549,0.0,14.00,-0.15,0.0,1.150,0.000,1.155,0.00,OFF,OFF,0,4.6,4.6,377.76,3.14,4.70,3.641,70.6,28.7,13.12,2.80,0.0,1.23,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
3.650,1625,0.0,14.00,-0.15,0.0,1.153,0.000,1.151,0.00,OFF,OFF,0,4.8,4.8,373.41,3.13,4.88,3.640,70.6,28.6,13.12,2.80,0.0,1.27,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
3.690,1560,0.0,14.00,-0.16,0.0,1.153,0.000,1.157,0.00,OFF,OFF,0,4.8,4.8,373.38,3.14,4.88,3.640,70.6,28.6,13.11,2.80,0.0,1.23,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
3.730,1483,0.0,14.00,-0.15,0.0,1.148,0.000,1.148,0.00,OFF,OFF,0,4.6,4.6,378.19,3.13,4.68,3.649,70.6,28.6,13.09,2.80,0.0,1.13,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
3.770,1613,0.0,14.00,-0.15,0.0,1.150,0.000,1.150,0.00,OFF,OFF,0,4.5,4.5,381.37,3.14,4.56,3.640,70.6,28.6,13.15,2.80,0.0,1.28,2.99,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
3.810,1596,0.0,14.00,-0.16,0.0,1.152,0.000,1.153,0.00,OFF,OFF,0,4.9,4.9,372.83,3.14,4.97,3.636,70.6,28.6,13.10,2.80,0.0,1.25,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,43,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
3.850,1584,0.0,14.00,-0.16,0.0,1.154,0.000,1.156,0.00,OFF,OFF,0,4.7,4.7,375.55,3.14,4.78,3.610,70.6,28.6,13.11,2.80,0.0,1.20,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
3.890,1536,0.0,14.00,-0.16,0.0,1.151,0.000,1.153,0.00,OFF,OFF,0,4.5,4.5,378.88,3.14,4.60,3.610,70.6,28.6,13.10,2.80,0.0,1.21,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
3.930,1565,0.0,14.00,-0.17,0.0,1.149,0.000,1.149,0.00,OFF,OFF,0,4.6,4.6,376.62,3.15,4.69,3.610,70.6,28.6,13.11,2.80,0.0,1.23,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
3.970,1535,0.0,14.00,-0.16,0.0,1.146,0.000,1.147,0.00,OFF,OFF,0,4.5,4.5,378.37,3.14,4.60,3.610,70.6,28.6,13.07,2.80,0.0,1.15,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.010,1507,0.0,14.00,-0.16,0.0,1.151,0.000,1.151,0.00,OFF,OFF,0,4.4,4.4,380.99,3.15,4.51,3.610,70.7,28.6,13.12,2.80,0.0,1.22,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.050,1597,0.0,14.00,-0.16,0.0,1.152,0.000,1.150,0.00,OFF,OFF,0,4.7,4.7,374.81,3.14,4.80,3.610,70.7,28.6,13.13,2.80,0.0,1.28,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.090,1600,0.0,14.00,-0.16,0.0,1.152,0.000,1.152,0.00,OFF,OFF,0,4.8,4.8,373.90,3.14,4.79,3.610,70.7,28.6,13.12,2.80,0.0,1.22,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.130,1519,0.0,14.00,-0.15,0.0,1.148,0.000,1.148,0.00,OFF,OFF,0,4.5,4.5,380.02,3.13,4.51,3.610,70.7,28.6,13.13,2.80,0.0,1.19,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.170,1579,0.0,14.00,-0.15,0.0,1.152,0.000,1.149,0.00,OFF,OFF,0,4.7,4.7,375.67,3.13,4.71,3.601,70.7,28.6,13.14,2.80,0.0,1.22,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.210,1559,0.0,14.00,-0.15,0.0,1.150,0.000,1.151,0.00,OFF,OFF,0,4.6,4.6,377.02,3.13,4.70,3.610,70.7,28.6,13.12,2.80,0.0,1.18,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.250,1498,0.0,14.00,-0.15,0.0,1.158,0.000,1.154,0.00,OFF,OFF,0,4.4,4.4,380.97,3.13,4.51,3.610,70.7,28.6,13.13,2.80,0.0,1.14,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.290,1531,0.0,14.00,-0.15,0.0,1.152,0.000,1.155,0.00,OFF,OFF,0,4.5,4.5,379.04,3.13,4.60,3.610,70.7,28.6,13.14,2.80,0.0,1.18,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.330,1581,0.0,14.00,-0.16,0.0,1.161,0.000,1.159,0.00,OFF,OFF,0,4.7,4.7,375.64,3.14,4.79,3.601,70.7,28.6,13.12,2.80,0.0,1.20,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.370,1508,0.0,14.00,-0.15,0.0,1.159,0.000,1.157,0.00,OFF,OFF,0,4.4,4.4,380.25,3.13,4.51,3.610,70.7,28.5,13.12,2.80,0.0,1.15,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.410,1534,0.0,14.00,-0.16,0.0,1.165,0.000,1.165,0.00,OFF,OFF,0,4.5,4.5,378.75,3.14,4.60,3.600,70.7,28.5,13.16,2.80,0.0,1.24,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.450,1630,0.0,14.00,-0.17,0.0,1.162,0.000,1.164,0.00,OFF,OFF,0,4.5,4.5,377.95,3.15,4.64,3.600,70.7,28.5,13.15,2.80,0.0,1.27,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.490,1568,0.0,14.00,-0.17,0.0,1.159,0.000,1.159,0.00,OFF,OFF,0,4.6,4.6,376.19,3.14,4.72,3.609,70.7,28.5,13.13,2.80,0.0,1.19,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.530,1602,0.0,14.00,-0.17,0.0,1.154,0.000,1.153,0.00,OFF,OFF,0,4.7,4.7,374.58,3.14,4.79,3.601,70.7,28.5,13.16,2.80,0.0,1.28,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.570,1638,0.0,14.00,-0.16,0.0,1.162,0.000,1.159,0.00,OFF,OFF,0,4.8,4.8,372.28,3.13,4.89,3.600,70.7,28.5,13.17,2.80,0.0,1.30,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.610,1601,0.0,14.00,-0.15,0.0,1.159,0.000,1.157,0.00,OFF,OFF,0,4.7,4.7,374.21,3.13,4.81,3.601,70.7,28.5,13.17,2.80,0.0,1.26,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.650,1571,0.0,14.00,-0.16,0.0,1.165,0.000,1.161,0.00,OFF,OFF,0,4.6,4.6,376.36,3.13,4.70,3.601,70.7,28.5,13.14,2.80,0.0,1.23,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.690,1543,0.0,14.00,-0.15,0.0,1.166,0.000,1.164,0.00,OFF,OFF,0,4.5,4.5,378.15,3.14,4.60,3.609,70.7,28.5,13.15,2.80,0.0,1.22,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.730,1530,0.0,14.00,-0.15,0.0,1.169,0.000,1.171,0.00,OFF,OFF,0,4.5,4.5,378.98,3.12,4.60,3.610,70.7,28.5,13.11,2.80,0.0,1.18,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.770,1532,0.0,14.00,-0.16,0.0,1.165,0.000,1.162,0.00,OFF,OFF,0,4.5,4.5,378.98,3.14,4.60,3.610,70.7,28.5,13.14,2.80,0.0,1.21,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.810,1515,0.0,14.00,-0.16,0.0,1.156,0.000,1.163,0.00,OFF,OFF,0,4.5,4.5,378.94,3.13,4.59,3.605,70.7,28.5,13.13,2.80,0.0,1.16,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.850,1567,0.0,14.00,-0.16,0.0,1.156,0.000,1.153,0.00,OFF,OFF,0,4.4,4.4,379.54,3.15,4.52,3.570,70.7,28.5,13.17,2.80,0.0,1.25,2.99,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.890,1562,0.0,14.00,-0.16,0.0,1.161,0.000,1.159,0.00,OFF,OFF,0,4.6,4.6,376.32,3.14,4.69,3.570,70.7,28.5,13.14,2.80,0.0,1.22,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.930,1550,0.0,14.00,-0.16,0.0,1.164,0.000,1.165,0.00,OFF,OFF,0,4.6,4.6,377.73,3.15,4.58,3.570,70.7,28.4,13.13,2.80,0.0,1.15,2.98,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,9,42,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
4.970,1489,0.0,14.00,-0.16,0.0,1.164,0.000,1.163,0.00,OFF,OFF,0,4.3,4.3,382.25,3.13,4.40,3.570,70.7,28.4,13.14,2.80,0.0,1.17,2.97,0.0,OFF,ON,OFF,0,ON,OFF,0.000,18.20,0.1,0.0,8,41,3.5,0.0,1,OFF,ON,0.0,0.0,0.0,0,0.0,OFF,OFF,OFF,OFF,OFF,ON,ON
